Year;pop;ISO3166_alpha3;ISO3166_numeric;biodiesel_cons_kbd;biodiesel_cons_kboed;biodiesel_cons_ktoe;biodiesel_cons_pj;biodiesel_prod_kbd;biodiesel_prod_kboed;biodiesel_prod_ktoe;biodiesel_prod_pj;biofuels_cons_ej;biofuels_cons_kbd;biofuels_cons_kboed;biofuels_cons_ktoe;biofuels_cons_mtoe;biofuels_cons_pj;biofuels_prod_kbd;biofuels_prod_kboed;biofuels_prod_ktoe;biofuels_prod_pj;biogeo_ej;biogeo_mtoe;biogeo_twh;co2_mtco2;coalcons_ej;coalcons_mtoe;coalprod_ej;coalprod_mt;coalprod_mtoe;cobalt_kt;elect_twh;electbyfuel_coal;electbyfuel_gas;electbyfuel_oil;ethanol_cons_kbd;ethanol_cons_kboed;ethanol_cons_ktoe;ethanol_cons_pj;ethanol_prod_kbd;ethanol_prod_kboed;ethanol_prod_ktoe;ethanol_prod_pj;gascons_bcfd;gascons_bcm;gascons_ej;gascons_mtoe;gasprod_bcfd;gasprod_bcm;gasprod_ej;gasprod_mtoe;gasreserves_tcm;graphite_kt;hydro_ej;hydro_mtoe;hydro_twh;liqcons_kbd;lithium_kt;nuclear_ej;nuclear_mtoe;nuclear_twh;oilcons_ej;oilcons_kbd;oilcons_mt;oilcons_mtoe;oilprod_crudecond_kbd;oilprod_kbd;oilprod_mt;oilprod_ngl_kbd;oilreserves_bbl;primary_ej;primary_gj_pc;primary_mtoe;rareearths_kt;refcap_kbd;refthru_kbd;ren_power_ej;ren_power_mtoe;ren_power_twh;renewables_ej;renewables_mtoe;solar_ej;solar_mtoe;solar_twh;wind_ej;wind_mtoe;wind_twh
2002;57,182521;ITA;380,00;;;;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,07;1,74;7,37;433,01;0,57;13,73;;;;;284,40;40,47;99,41;87,76;;;;;;;;;6,54;67,60;2,43;58,13;1,36;14,03;0,51;12,06;0,17;;0,39;9,32;39,52;1927,07;;0,00;0,00;0,00;3,98;1927,07;93,32;95,14;114,77;114,77;5,53;;0,55;7,47;130,61;178,38;;2485,00;1736,61;0,09;2,07;8,80;0,09;2,07;0,00;0,00;0,02;0,01;0,33;1,40
2003;57,564589;ITA;380,00;;;;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,09;2,04;8,71;450,81;0,62;14,82;;;;;293,87;44,12;117,30;75,99;;;;;;;;;7,21;74,53;2,68;64,09;1,29;13,32;0,48;11,46;0,13;;0,36;8,59;36,67;1911,78;;0,00;0,00;0,00;3,95;1911,78;92,53;94,23;115,57;115,57;5,57;;0,51;7,71;133,91;184,11;;2485,00;1794,83;0,10;2,39;10,20;0,10;2,39;0,00;0,01;0,02;0,01;0,34;1,46
2004;57,948421;ITA;380,00;;;;;;;;;0,01;5,18;4,43;236,78;0,24;9,91;5,52;4,72;252,75;10,58;0,09;2,25;9,66;468,29;0,69;16,60;;;;;303,32;50,90;129,77;58,89;;;;;;;;;7,46;77,34;2,78;66,50;1,20;12,44;0,45;10,69;0,12;;0,41;9,85;42,34;1872,55;;0,00;0,00;0,00;3,86;1867,37;90,50;92,21;113,16;113,16;5,47;;0,46;7,87;135,89;188,09;;2497,00;1836,93;0,11;2,68;11,53;0,12;2,92;0,00;0,01;0,03;0,02;0,43;1,85
2005;58,281209;ITA;380,00;;;;;;;;;0,01;3,64;3,12;166,19;0,17;6,96;3,87;3,31;176,75;7,40;0,10;2,31;10,00;470,20;0,69;16,47;;;;;303,67;49,44;149,26;47,12;;;;;;;;;8,01;82,77;2,98;71,17;1,12;11,58;0,42;9,96;0,11;;0,35;8,34;36,07;1822,76;;0,00;0,00;0,00;3,74;1819,12;87,74;89,38;126,78;126,78;6,11;;0,46;7,89;135,33;188,39;;2515,00;1889,83;0,12;2,86;12,37;0,13;3,03;0,00;0,01;0,03;0,02;0,54;2,34
2006;58,542619;ITA;380,00;;;;;;;;;0,01;4,11;3,51;187,29;0,19;7,84;4,32;3,69;197,07;8,25;0,10;2,44;10,64;467,08;0,70;16,67;;;;;314,09;50,46;158,08;45,88;;;;;;;;;7,84;81,06;2,92;69,70;1,02;10,53;0,38;9,06;0,09;;0,36;8,50;36,99;1818,16;;0,00;0,00;0,00;3,74;1814,06;87,65;89,27;119,68;119,68;5,77;;0,45;7,85;134,07;187,46;;2526,00;1847,34;0,13;3,14;13,64;0,14;3,32;0,00;0,01;0,04;0,03;0,68;2,97
2007;58,747862;ITA;380,00;;;;;;;;;0,01;3,73;3,19;170,02;0,17;7,12;3,91;3,35;178,51;7,47;0,10;2,47;10,83;458,03;0,68;16,32;;;;;313,90;49,76;172,65;35,41;;;;;;;;;7,88;81,46;2,93;70,04;0,90;9,31;0,34;8,01;0,08;;0,31;7,49;32,82;1770,33;;0,00;0,00;0,00;3,62;1766,60;84,74;86,48;121,58;121,58;5,86;;0,46;7,70;131,07;183,91;;2377,00;1863,02;0,14;3,40;14,90;0,15;3,57;0,00;0,01;0,04;0,04;0,92;4,03
2008;58,922116;ITA;380,00;;;;;;;;;0,03;15,61;12,83;686,40;0,69;28,74;14,11;11,70;625,91;26,21;0,11;2,61;11,49;442,48;0,66;15,80;;;;;319,13;48,62;172,70;31,46;;;;;;;;;7,80;80,85;2,91;69,52;0,85;8,82;0,32;7,58;0,07;;0,40;9,45;41,62;1675,34;;0,00;0,00;0,00;3,41;1659,73;79,83;81,39;108,33;108,33;5,24;;0,47;7,56;128,33;180,60;;2396,00;1741,26;0,16;3,75;16,54;0,19;4,44;0,00;0,04;0,19;0,05;1,10;4,86
2009;59,105622;ITA;380,00;;;;;;;;;0,05;25,08;20,77;1107,89;1,11;46,39;16,86;14,00;746,85;31,27;0,12;2,91;12,90;391,54;0,52;12,37;;;;;292,64;43,45;147,27;26,02;;;;;;;;;7,19;74,32;2,68;63,90;0,74;7,63;0,27;6,56;0,06;;0,46;11,08;49,14;1563,57;;0,00;0,00;0,00;3,15;1538,49;73,78;75,32;94,86;94,86;4,57;;0,53;7,05;119,23;168,32;;2396,00;1613,56;0,19;4,54;20,12;0,24;5,65;0,01;0,15;0,68;0,06;1,48;6,54
2010;59,325232;ITA;380,00;;;;;;;;;0,06;30,95;25,57;1364,02;1,36;57,11;17,91;14,58;777,86;32,57;0,14;3,32;14,82;397,12;0,57;13,67;;;;;302,06;44,47;152,74;21,71;;;;;;;;;7,66;79,15;2,85;68,06;0,77;8,01;0,29;6,88;0,06;;0,48;11,46;51,12;1538,46;;0,00;0,00;0,00;3,07;1507,51;71,72;73,38;105,94;105,94;5,11;;0,58;7,27;122,61;173,73;;2396,00;1672,53;0,24;5,79;25,85;0,30;7,16;0,02;0,43;1,91;0,09;2,05;9,13
2011;59,58907;ITA;380,00;;;;;;;;;0,06;30,44;25,26;1347,56;1,35;56,42;13,62;10,99;586,45;24,55;0,15;3,67;16,49;388,55;0,64;15,33;;;;;302,57;50,17;144,54;19,89;;;;;;;;;7,18;74,22;2,67;63,81;0,78;8,05;0,29;6,92;0,06;;0,43;10,21;45,82;1495,13;;0,00;0,00;0,00;2,98;1464,68;69,71;71,27;110,10;110,10;5,31;;0,58;7,13;119,62;170,25;;2276,00;1569,58;0,35;8,28;37,14;0,40;9,62;0,10;2,41;10,80;0,09;2,20;9,86
2012;59,879469;ITA;380,00;;;;;;;;;0,06;33,82;28,12;1504,19;1,50;62,98;7,50;5,82;311,41;13,04;0,17;4,00;18,08;370,99;0,66;15,71;;;;;299,28;54,14;129,06;18,89;;;;;;;;;6,89;71,36;2,57;61,36;0,79;8,20;0,30;7,05;0,06;;0,39;9,27;41,88;1400,70;;0,00;0,00;0,00;2,78;1366,88;64,89;66,40;111,65;111,65;5,40;;0,62;6,92;115,65;165,40;;2098,00;1474,79;0,47;11,15;50,35;0,53;12,65;0,17;4,18;18,86;0,12;2,97;13,41
2013;60,166828;ITA;380,00;;;;;;;;;0,05;28,35;23,67;1262,86;1,26;52,87;10,62;8,56;456,79;19,12;0,21;5,01;22,75;341,47;0,57;13,53;;;;;289,80;48,53;108,88;15,48;;;;;;;;;6,46;66,74;2,40;57,39;0,71;7,37;0,27;6,33;0,05;;0,49;11,62;52,77;1288,95;;0,00;0,00;0,00;2,54;1260,60;59,09;60,75;114,13;114,13;5,50;;0,60;6,60;109,66;157,59;;1861,00;1258,85;0,55;13,04;59,23;0,60;14,30;0,20;4,75;21,59;0,14;3,28;14,90
2014;60,409622;ITA;380,00;;;;;;;;;0,05;23,74;20,22;1078,76;1,08;45,17;11,25;9,61;512,75;21,47;0,23;5,39;24,65;318,90;0,55;13,19;;;;;279,83;46,56;93,64;14,16;;;;;;;;;5,71;58,97;2,12;50,71;0,66;6,81;0,25;5,86;0,05;;0,54;12,81;58,55;1219,51;;0,00;0,00;0,00;2,42;1195,77;56,01;57,72;119,59;119,59;5,77;;0,64;6,24;103,34;149,11;;1900,00;1197,80;0,57;13,60;62,13;0,61;14,67;0,20;4,88;22,31;0,14;3,32;15,18
2015;60,578489;ITA;380,00;;;;;;;;;0,06;29,42;24,96;1331,54;1,33;55,75;11,47;9,72;518,62;21,71;0,23;5,56;25,58;334,46;0,52;12,33;;;;;282,99;45,42;110,86;13,38;;;;;;;;;6,22;64,32;2,32;55,30;0,62;6,45;0,23;5,55;0,05;;0,40;9,59;44,11;1293,09;;0,00;0,00;0,00;2,56;1263,68;59,52;61,09;113,47;113,47;5,47;;0,62;6,42;106,04;153,43;;1900,00;1347,35;0,58;13,78;63,37;0,63;15,12;0,21;4,99;22,94;0,14;3,23;14,84
2016;60,663068;ITA;380,00;;;;;;;;;0,06;29,24;24,76;1324,29;1,32;55,45;11,63;9,80;523,99;21,94;0,23;5,58;25,80;331,25;0,46;10,98;;;;;289,77;38,44;126,15;12,13;;;;;;;;;6,52;67,55;2,43;58,08;0,53;5,51;0,20;4,74;0,04;;0,37;8,78;40,61;1284,40;;0,00;0,00;0,00;2,54;1255,16;58,78;60,60;77,78;77,78;3,76;;0,54;6,45;106,25;153,95;;1900,00;1293,48;0,59;14,18;65,59;0,65;15,51;0,20;4,78;22,10;0,16;3,82;17,69
2017;60,673694;ITA;380,00;;;;;;;;;0,06;29,71;25,16;1342,26;1,34;56,20;13,98;11,78;628,69;26,32;0,23;5,50;25,58;335,29;0,40;9,62;;;;;295,83;35,13;140,35;11,53;;;;;;;;;6,93;71,58;2,58;61,55;0,51;5,27;0,19;4,53;0,04;;0,31;7,39;34,37;1303,74;;0,00;0,00;0,00;2,57;1274,03;59,39;61,37;86,04;86,04;4,15;;0,59;6,52;107,52;155,82;;1900,00;1398,85;0,61;14,55;67,70;0,67;15,89;0,22;5,24;24,38;0,16;3,81;17,74
2018;60,627291;ITA;380,00;;;;;;;;;0,06;30,41;25,75;1373,93;1,37;57,52;15,03;12,71;678,22;28,40;0,23;5,40;25,26;335,95;0,37;8,82;;;;;289,71;30,99;128,54;11,67;;;;;;;;;6,70;69,21;2,49;59,51;0,50;5,19;0,19;4,46;0,05;;0,44;10,43;48,82;1330,57;;0,00;0,00;0,00;2,63;1300,16;60,80;62,80;97,16;97,16;4,68;;0,57;6,57;108,40;156,96;;1900,00;1346,33;0,59;14,03;65,63;0,64;15,40;0,20;4,84;22,65;0,16;3,79;17,72
2019;60,550092;ITA;380,00;;;;;;;;;0,03;17,91;15,09;804,76;0,80;33,69;17,22;14,63;780,40;32,67;0,23;5,46;25,64;330,28;0,28;6,67;;;;;293,85;21,29;141,69;11,82;;;;;;;;;6,85;70,79;2,55;60,87;0,45;4,62;0,17;3,97;0,04;;0,41;9,87;46,36;1276,56;;0,00;0,00;0,00;2,55;1258,65;59,09;60,97;88,75;88,75;4,28;;0,55;6,45;106,47;153,98;;1900,00;1354,87;0,62;14,80;69,53;0,65;15,61;0,21;5,04;23,69;0,18;4,30;20,20
2020;60,461828;ITA;380,00;;;;;;;;;0,05;25,09;21,29;1139,04;1,14;47,69;18,53;15,75;842,46;35,27;0,23;5,44;25,65;287,16;0,21;4,94;;;;;282,74;16,70;136,16;9,72;;;;;;;;;6,53;67,66;2,44;58,18;0,37;3,88;0,14;3,33;0,04;;0,41;9,91;46,70;1079,25;;0,00;0,00;0,00;2,13;1054,16;49,33;50,96;112,21;112,21;5,42;;0,60;5,86;96,97;140,03;;1900,00;1115,10;0,62;14,92;70,31;0,67;16,05;0,23;5,51;25,95;0,17;3,97;18,70
1965;98,447007;JPN;392,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,00;0,00;446,90;2,04;48,71;;;;;;;;;;;;;;;;;0,18;1,83;0,07;1,57;;;;;;;0,76;18,17;76,07;1705,08;;0,00;0,01;0,03;3,65;1705,08;87,94;87,17;;;;;;6,52;66,19;155,63;;1917,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1966;99,596075;JPN;392,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,00;0,00;492,81;2,17;51,92;;;;;;;;;;;;;;;;;0,18;1,87;0,07;1,61;;;;;;;0,79;18,95;79,35;1945,19;;0,01;0,14;0,58;4,16;1945,19;100,05;99,32;;;;;;7,20;72,28;171,94;;2102,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1967;100,822283;JPN;392,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,00;0,00;578,15;2,39;57,02;;;;;;;;;;;;;;;;;0,19;1,94;0,07;1,67;;;;;;;0,69;16,37;68,55;2388,41;;0,01;0,15;0,63;5,10;2388,41;122,97;121,92;;;;;;8,25;81,86;197,14;;2214,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1968;102,124002;JPN;392,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,00;0,00;641,64;2,46;58,68;;;;;;;;;;;;;;;;;0,20;2,11;0,08;1,81;;;;;;;0,73;17,54;73,45;2765,21;;0,01;0,25;1,04;5,93;2765,21;142,74;141,53;;;;;;9,20;90,12;219,82;;2613,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1969;103,496032;JPN;392,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,00;0,00;731,48;2,62;62,68;;;;;;;;;;;;;;;;;0,23;2,33;0,08;2,01;;;;;;;0,75;18,00;75,35;3284,04;;0,01;0,26;1,08;7,02;3284,04;169,07;167,58;;;;;;10,49;101,34;250,52;;3029,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1970;104,92926;JPN;392,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,06;0,24;810,52;2,53;60,39;;;;;;;;;;;;;;;;;0,35;3,57;0,13;3,07;;;;;;;0,75;18,01;75,40;3876,21;;0,05;1,09;4,58;8,27;3876,21;199,24;197,48;;;;;;11,73;111,76;280,10;;3504,00;;0,00;0,06;0,24;0,00;0,06;0,00;0,00;0,00;0,00;0,00;0,00
1971;106,427102;JPN;392,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,06;0,24;845,35;2,30;54,83;;;;;;;;;;;;;;;;;0,37;3,83;0,14;3,29;;;;;;;0,84;20,11;84,20;4285,45;;0,08;1,91;8,01;9,13;4285,45;219,77;218,00;;;;;;12,49;117,31;298,20;;3904,00;;0,00;0,06;0,24;0,00;0,06;0,00;0,00;0,00;0,00;0,00;0,00
1972;107,97603;JPN;392,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,06;0,25;880,91;2,24;53,58;;;;;;;;;;;;;;;;;0,37;3,83;0,14;3,29;;;;;;;0,85;20,33;85,10;4570,64;;0,09;2,26;9,48;9,75;4570,64;234,47;232,91;;;;;;13,08;121,15;312,43;;4635,00;;0,00;0,06;0,25;0,00;0,06;0,00;0,00;0,00;0,00;0,00;0,00
1973;109,528514;JPN;392,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,06;0,25;994,98;2,37;56,65;;;;;;;;;;;;;;;;;0,52;5,33;0,19;4,58;;;;;;;0,67;15,95;66,78;5264,60;;0,10;2,32;9,71;11,20;5264,60;269,19;267,50;;;;;;14,53;132,67;347,07;;5140,00;;0,00;0,06;0,25;0,00;0,06;0,00;0,00;0,00;0,00;0,00;0,00
1974;111,022692;JPN;392,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,07;0,31;985,69;2,51;60,05;;;;;;;;;;;;;;;;;0,71;7,29;0,26;6,27;;;;;;;0,83;19,75;82,68;5068,19;;0,20;4,71;19,70;10,78;5068,19;259,03;257,59;;;;;;14,59;131,40;348,43;;5377,00;;0,00;0,07;0,31;0,00;0,07;0,00;0,00;0,00;0,00;0,00;0,00
1975;112,413362;JPN;392,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,09;0,38;923,56;2,35;56,17;;;;;;;;;;;;;;;;;0,84;8,73;0,31;7,51;;;;;;;0,83;19,92;83,41;4787,59;;0,25;6,00;25,13;10,18;4787,59;244,09;243,09;;;;;;13,93;123,94;332,78;;5567,00;;0,00;0,09;0,38;0,00;0,09;0,00;0,00;0,00;0,00;0,00;0,00
1976;113,67919;JPN;392,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,09;0,37;951,20;2,30;54,93;;;;;;;;;;;;;;;;;1,01;10,46;0,38;9,00;;;;;;;0,84;19,97;83,59;4975,96;;0,34;8,14;34,08;10,59;4975,96;253,55;252,82;;;;;;14,44;127,04;344,93;;5643,00;;0,00;0,09;0,37;0,00;0,09;0,00;0,00;0,00;0,00;0,00;0,00
1977;114,827826;JPN;392,00;;;;;;;;;0,00;;;;0,00;;;;;;0,01;0,13;0,53;960,65;2,17;51,82;;;;;;;;;;;;;;;;;1,24;12,78;0,46;10,99;;;;;;;0,73;17,43;72,97;5128,23;;0,32;7,56;31,66;10,87;5128,23;260,46;259,61;;;;;;14,55;126,72;347,53;;5643,00;;0,01;0,13;0,53;0,01;0,13;0,00;0,00;0,00;0,00;0,00;0,00
1978;115,879222;JPN;392,00;;;;;;;;;0,00;;;;0,00;;;;;;0,01;0,20;0,83;924,27;1,96;46,92;;;;;;;;;;;;;;;;;1,74;17,93;0,65;15,42;;;;;;;0,70;16,73;70,05;5478,83;;0,59;14,17;59,31;11,24;5478,83;266,54;268,54;;;;;;15,16;130,79;361,98;;5643,00;;0,01;0,20;0,83;0,01;0,20;0,00;0,00;0,00;0,00;0,00;0,00
1979;116,867356;JPN;392,00;;;;;;;;;0,00;;;;0,00;;;;;;0,01;0,26;1,10;949,65;2,10;50,11;;;;;;;;;;;;;;;;;2,06;21,28;0,77;18,30;;;;;;;0,81;19,29;80,74;5543,25;;0,70;16,81;70,39;11,36;5543,25;269,13;271,35;;;;;;15,75;134,75;376,12;;5643,00;;0,01;0,26;1,10;0,01;0,26;0,00;0,00;0,00;0,00;0,00;0,00
1980;117,816942;JPN;392,00;;;;;;;;;0,00;;;;0,00;;;;;;0,01;0,26;1,09;920,72;2,44;58,22;;;;;;;;;;;;;;;;;2,43;25,18;0,91;21,65;;;;;;;0,88;21,09;88,29;4986,67;;0,83;19,73;82,59;10,21;4986,67;241,38;243,94;;;;;;15,28;129,67;364,88;;5643,00;4015,00;0,01;0,26;1,09;0,01;0,26;0,00;0,00;0,00;0,00;0,00;0,00
1981;118,732838;JPN;392,00;;;;;;;;;0,00;;;;0,00;;;;;;0,01;0,27;1,14;914,74;2,73;65,27;0,41;17,69;9,73;;;;;;;;;;;;;;2,44;25,23;0,91;21,69;;;;;;;0,88;20,92;87,59;4745,88;;0,88;20,98;87,82;9,65;4745,88;227,68;230,59;;;;;;15,06;126,85;359,73;;5643,00;3630,00;0,01;0,27;1,14;0,01;0,27;0,00;0,00;0,00;0,00;0,00;0,00
1982;119,605254;JPN;392,00;;;;;;;;;0,00;;;;0,00;;;;;;0,10;2,36;9,87;863,60;2,61;62,25;0,41;17,61;9,85;;;;;;;;;;;;;;2,50;25,84;0,93;22,22;;;;;;;0,82;19,49;81,61;4452,27;;1,02;24,46;102,43;9,00;4452,27;211,59;214,84;;;;;;14,47;120,99;345,62;;5643,00;3360,00;0,10;2,36;9,87;0,10;2,36;0,00;0,00;0,00;0,00;0,00;0,00
1983;120,427643;JPN;392,00;;;;;;;;;0,00;;;;0,00;;;;;;0,11;2,63;11,03;864,01;2,57;61,36;0,40;17,06;9,55;;;;;;;;;;;;;;2,69;27,81;1,00;23,91;;;;;;;0,84;20,13;84,27;4456,43;;1,14;27,30;114,29;9,00;4456,43;211,30;214,85;;;;;;14,66;121,74;350,18;;4724,00;3254,00;0,11;2,63;11,03;0,11;2,63;0,00;0,00;0,00;0,00;0,00;0,00
1984;121,189269;JPN;392,00;;;;;;;;;0,00;;;;0,00;;;;;;0,12;2,89;12,12;952,65;2,87;68,61;0,39;16,65;9,32;;;;;;;;;;;;;;3,61;37,40;1,35;32,16;;;;;;;0,72;17,11;71,62;4672,64;;1,34;32,07;134,26;9,52;4672,64;221,99;227,29;;;;;;15,92;131,33;380,13;;4724,00;3355,00;0,12;2,89;12,12;0,12;2,89;0,00;0,00;0,00;0,00;0,00;0,00
1985;121,883483;JPN;392,00;;;;;;;;;0,00;;;;0,00;;;;;;0,13;3,03;12,70;930,45;3,00;71,61;0,38;16,38;9,17;;671,95;99,33;128,04;183,86;;;;;;;;;3,88;40,06;1,44;34,45;;;;;;;0,83;19,79;82,87;4488,33;;1,60;38,11;159,58;9,03;4488,33;210,19;215,80;;;;;;16,03;131,49;382,79;;4724,00;3120,00;0,13;3,03;12,70;0,13;3,03;0,00;0,00;0,00;0,00;0,00;0,00
1986;122,509119;JPN;392,00;;;;;;;;;0,00;;;;0,00;;;;;;0,14;3,30;13,80;919,80;2,86;68,19;0,38;16,01;8,96;;676,36;98,77;130,84;180,84;;;;;;;;;3,94;40,76;1,47;35,05;;;;;;;0,81;19,30;80,82;4544,32;;1,65;39,50;165,37;9,13;4544,32;212,18;217,95;;;;;;16,05;130,99;383,29;;4619,00;2991,00;0,14;3,30;13,80;0,14;3,30;0,00;0,00;0,00;0,00;0,00;0,00
1987;123,07272;JPN;392,00;;;;;;;;;0,00;;;;0,00;;;;;;0,15;3,53;14,79;927,61;2,91;69,59;0,31;13,05;7,30;;719,09;107,33;135,04;191,79;;;;;;;;;4,04;41,80;1,50;35,95;;;;;;;0,75;17,86;74,79;4556,97;;1,89;45,05;188,60;9,17;4556,97;213,15;219,01;;;;;;16,37;133,01;390,99;;4461,00;2910,00;0,15;3,53;14,79;0,15;3,53;0,00;0,00;0,00;0,00;0,00;0,00
1988;123,584522;JPN;392,00;;;;;;;;;0,00;;;;0,00;;;;;;0,16;3,82;15,99;999,29;3,15;75,22;0,26;11,23;6,28;;753,73;112,20;141,93;213,05;;;;;;;;;4,28;44,34;1,60;38,12;;;;;;;0,90;21,57;90,29;4875,85;;1,74;41,53;173,90;9,86;4875,85;229,34;235,50;;;;;;17,41;140,85;415,76;;4324,00;2990,00;0,16;3,82;15,99;0,16;3,82;0,00;0,00;0,00;0,00;0,00;0,00
1989;124,058517;JPN;392,00;;;;;;;;;0,00;;;;0,00;;;;;;0,17;4,07;17,05;1025,49;3,15;75,34;0,24;10,19;5,70;;799,77;116,87;149,59;231,80;;;;;;;;;4,46;46,06;1,66;39,60;;;;;;;0,92;21,91;91,74;5090,35;;1,86;44,38;185,81;10,25;5090,35;238,20;244,73;;;;;;18,00;145,13;430,03;;4324,00;3175,00;0,17;4,07;17,05;0,17;4,07;0,00;0,00;0,00;0,00;0,00;0,00
1990;124,505243;JPN;392,00;;;;;;;;;0,00;;;;0,00;;;;;;0,11;2,71;11,34;1086,99;3,27;78,05;0,19;8,26;4,62;;881,50;119,28;172,93;287,54;;;;;;;;;4,87;50,32;1,81;43,26;;;;;;;0,87;20,75;86,90;5277,33;;1,95;46,47;194,57;10,67;5277,33;248,05;254,79;;;;;;18,67;149,99;446,03;;4324,00;3437,00;0,11;2,71;11,34;0,11;2,71;0,00;0,00;0,00;0,00;0,00;0,00
1991;124,929764;JPN;392,00;;;;;;;;;0,00;;;;0,00;;;;;;0,12;2,78;11,65;1104,16;3,24;77,43;0,19;8,05;4,50;;911,30;125,57;184,34;275,45;;;;;;;;;5,15;53,20;1,92;45,75;;;;;;;0,94;22,55;94,42;5340,97;;2,09;49,85;208,69;10,78;5340,97;250,57;257,59;;;;;;19,09;152,80;455,95;;4505,00;3653,00;0,12;2,78;11,65;0,12;2,78;0,00;0,00;0,00;0,00;0,00;0,00
1992;125,3313;JPN;392,00;;;;;;;;;0,00;;;;0,00;;;;;;0,12;2,83;11,85;1116,40;3,19;76,12;0,18;7,60;4,25;;916,79;131,97;184,16;282,14;;;;;;;;;5,34;55,31;1,99;47,56;;;;;;;0,80;19,12;80,05;5452,44;;2,17;51,84;217,04;11,03;5452,44;255,95;263,44;;;;;;19,30;153,97;460,91;;4636,00;3882,00;0,12;2,83;11,86;0,12;2,83;0,00;0,00;0,01;0,00;0,00;0,00
1993;125,707407;JPN;392,00;;;;;;;;;0,00;;;;0,00;;;;;;0,12;2,76;11,56;1110,80;3,25;77,63;0,17;7,22;4,04;;926,10;140,23;182,32;238,80;;;;;;;;;5,39;55,69;2,00;47,89;;;;;;;0,93;22,11;92,58;5368,51;;2,48;59,16;247,70;10,80;5368,51;250,36;257,99;;;;;;19,58;155,72;467,55;;4802,00;3982,00;0,12;2,77;11,58;0,12;2,77;0,00;0,01;0,02;0,00;0,00;0,00
1994;126,053127;JPN;392,00;;;;;;;;;0,00;;;;0,00;;;;;;0,13;3,22;13,47;1175,03;3,40;81,28;0,16;6,93;3,88;;984,49;156,85;199,12;281,12;;;;;;;;;5,76;59,56;2,14;51,21;;;;;;;0,64;15,40;64,46;5651,56;;2,58;61,68;258,25;11,42;5651,56;264,89;272,71;;;;;;20,33;161,26;485,51;;4862,00;4167,00;0,14;3,23;13,50;0,14;3,23;0,00;0,01;0,03;0,00;0,00;0,00
1995;126,365486;JPN;392,00;;;;;;;;;0,00;;;;0,00;;;;;;0,14;3,41;14,30;1189,91;3,53;84,25;0,15;6,26;3,50;;1010,88;168,60;201,16;248,67;;;;;;;;;5,86;60,62;2,18;52,12;;;;;;;0,79;18,82;78,79;5903,61;;2,87;68,52;286,89;11,85;5903,61;274,76;282,93;;;;;;21,36;169,00;510,07;;5006,00;4169,00;0,14;3,42;14,34;0,14;3,42;0,00;0,01;0,04;0,00;0,00;0,00
1996;126,644099;JPN;392,00;;;;;;;;;0,00;;;;0,00;;;;;;0,15;3,64;15,25;1211,30;3,62;86,46;0,15;6,48;3,63;;1029,86;178,44;212,92;237,26;;;;;;;;;6,24;64,68;2,33;55,61;;;;;;;0,77;18,43;77,17;5941,07;;2,97;70,82;296,50;11,93;5941,07;276,49;284,96;;;;;;21,77;171,89;519,94;;5006,00;4168,00;0,15;3,66;15,30;0,15;3,66;0,00;0,01;0,05;0,00;0,00;0,00
1997;126,892745;JPN;392,00;;;;;;;;;0,00;;;;0,00;;;;;;0,16;3,93;16,44;1210,48;3,72;88,82;0,10;4,27;2,39;;1054,86;188,14;219,68;208,94;;;;;;;;;6,50;67,13;2,42;57,73;;;;;;;0,86;20,65;86,44;5902,66;;3,21;76,71;321,16;11,80;5902,66;273,35;281,85;;;;;;22,18;174,77;529,70;;5056,00;4319,00;0,17;3,95;16,53;0,17;3,95;0,00;0,02;0,10;0,00;0,00;0,00
