Year;pop;ISO3166_alpha3;ISO3166_numeric;biodiesel_cons_kbd;biodiesel_cons_kboed;biodiesel_cons_ktoe;biodiesel_cons_pj;biodiesel_prod_kbd;biodiesel_prod_kboed;biodiesel_prod_ktoe;biodiesel_prod_pj;biofuels_cons_ej;biofuels_cons_kbd;biofuels_cons_kboed;biofuels_cons_ktoe;biofuels_cons_mtoe;biofuels_cons_pj;biofuels_prod_kbd;biofuels_prod_kboed;biofuels_prod_ktoe;biofuels_prod_pj;biogeo_ej;biogeo_mtoe;biogeo_twh;co2_mtco2;coalcons_ej;coalcons_mtoe;coalprod_ej;coalprod_mt;coalprod_mtoe;cobalt_kt;elect_twh;electbyfuel_coal;electbyfuel_gas;electbyfuel_oil;ethanol_cons_kbd;ethanol_cons_kboed;ethanol_cons_ktoe;ethanol_cons_pj;ethanol_prod_kbd;ethanol_prod_kboed;ethanol_prod_ktoe;ethanol_prod_pj;gascons_bcfd;gascons_bcm;gascons_ej;gascons_mtoe;gasprod_bcfd;gasprod_bcm;gasprod_ej;gasprod_mtoe;gasreserves_tcm;graphite_kt;hydro_ej;hydro_mtoe;hydro_twh;liqcons_kbd;lithium_kt;nuclear_ej;nuclear_mtoe;nuclear_twh;oilcons_ej;oilcons_kbd;oilcons_mt;oilcons_mtoe;oilprod_crudecond_kbd;oilprod_kbd;oilprod_mt;oilprod_ngl_kbd;oilreserves_bbl;primary_ej;primary_gj_pc;primary_mtoe;rareearths_kt;refcap_kbd;refthru_kbd;ren_power_ej;ren_power_mtoe;ren_power_twh;renewables_ej;renewables_mtoe;solar_ej;solar_mtoe;solar_twh;wind_ej;wind_mtoe;wind_twh
1998;127,117436;JPN;392,00;;;;;;;;;0,00;;;;0,00;;;;;;0,16;3,86;16,17;1179,22;3,54;84,67;0,09;3,66;2,05;;1059,66;192,23;230,10;192,40;;;;;;;;;6,69;69,16;2,49;59,47;;;;;;;0,89;21,28;89,08;5691,47;;3,26;77,86;325,97;11,38;5691,47;263,27;271,82;;;;;;21,73;170,94;518,99;;5144,00;4212,00;0,16;3,90;16,32;0,16;3,90;0,00;0,03;0,14;0,00;0,00;0,01
1999;127,326063;JPN;392,00;;;;;;;;;0,00;;;;0,00;;;;;;0,16;3,94;16,49;1211,15;3,73;89,08;0,09;3,91;2,19;;1079,14;211,61;244,69;193,24;;;;;;;;;7,03;72,64;2,62;62,46;;;;;;;0,84;20,01;83,79;5793,56;;3,17;75,77;317,23;11,57;5793,56;267,41;276,34;;;;;;22,09;173,51;527,66;;5087,00;4149,00;0,17;4,00;16,74;0,17;4,00;0,00;0,05;0,22;0,00;0,01;0,04
2000;127,524168;JPN;392,00;;;;;;;;;0,00;;;;0,00;;;;;;0,16;3,85;16,11;1233,18;4,00;95,49;0,07;3,13;1,62;;1099,67;233,88;253,76;179,43;;;;;;;;;7,30;75,67;2,72;65,06;;;;;;;0,84;20,17;84,47;5695,60;;3,19;76,22;319,12;11,41;5695,60;263,60;272,43;;;;;;22,33;175,10;533,34;;5010,00;4145,00;0,17;3,96;16,56;0,17;3,96;0,00;0,08;0,34;0,00;0,03;0,11
2001;127,713824;JPN;392,00;;;;;;;;;0,00;;;;0,00;;;;;;0,16;3,80;16,03;1226,37;4,09;97,78;0,07;3,20;1,66;;1083,14;249,18;251,75;150,99;;;;;;;;;7,52;77,73;2,80;66,83;;;;;;;0,81;19,35;81,54;5548,39;;3,18;76,06;320,54;11,07;5548,39;255,51;264,29;;;;;;22,12;173,19;528,29;;4704,98;4107,00;0,17;3,98;16,78;0,17;3,98;0,00;0,12;0,50;0,00;0,06;0,25
2002;127,893075;JPN;392,00;;;;;;;;;0,00;;;;0,00;;;;;;0,17;3,99;16,94;1237,23;4,35;103,86;0,03;1,37;0,71;;1103,08;260,12;248,65;170,17;;;;;;;;;7,36;76,05;2,74;65,39;;;;;;;0,80;19,00;80,60;5519,06;;3,10;74,09;314,26;10,99;5519,06;253,32;262,48;;;;;;22,15;173,20;529,08;;4727,78;3985,93;0,18;4,25;18,05;0,18;4,25;0,01;0,16;0,69;0,00;0,10;0,41
2003;128,058368;JPN;392,00;;;;;;;;;0,00;;;;0,00;;;;;;0,18;4,19;17,88;1277,97;4,47;106,73;0,03;1,34;0,69;;1092,60;287,96;269,27;182,62;;;;;;;;;8,08;83,50;3,01;71,80;;;;;;;0,91;21,66;92,47;5632,76;;2,26;53,90;230,08;11,25;5632,76;259,50;268,67;;;;;;22,08;172,42;527,36;;4645,13;4118,09;0,19;4,61;19,66;0,19;4,61;0,01;0,22;0,95;0,01;0,19;0,83
2004;128,204183;JPN;392,00;;;;;;;;;0,00;;;;0,00;;;;;;0,18;4,20;18,05;1261,98;4,59;109,55;0,03;1,34;0,69;;1121,19;291,09;254,10;167,17;;;;;;;;;7,78;80,60;2,90;69,31;;;;;;;0,89;21,34;91,67;5475,24;;2,79;66,54;285,87;10,95;5475,24;252,68;261,63;;;;;;22,32;174,13;533,20;;4531,13;4037,47;0,20;4,83;20,77;0,20;4,83;0,01;0,30;1,27;0,01;0,34;1,44
2005;128,326115;JPN;392,00;;;;;;;;;0,00;;;;0,00;;;;;;0,21;5,02;21,69;1295,11;4,81;114,77;0,02;1,11;0,58;;1153,06;315,14;249,87;182,59;;;;;;;;;8,00;82,73;2,98;71,13;;;;;;;0,75;17,94;77,56;5385,88;;2,84;67,78;293,04;10,78;5385,88;248,51;257,59;;;;;;22,40;174,56;535,04;;4531,13;4135,58;0,24;5,83;25,23;0,24;5,83;0,02;0,38;1,63;0,02;0,44;1,91
2006;128,42274;JPN;392,00;;;;;;;;;0,00;;;;0,00;;;;;;0,21;4,95;21,53;1272,59;4,72;112,82;0,03;1,36;0,71;;1164,35;307,49;276,58;152,31;;;;;;;;;8,57;88,55;3,19;76,14;;;;;;;0,85;20,41;88,81;5208,53;;2,93;69,94;304,29;10,40;5208,44;239,52;248,36;;;;;;22,34;173,95;533,57;;4588,43;4025,56;0,25;5,90;25,66;0,25;5,90;0,02;0,46;2,00;0,02;0,49;2,14
2007;128,49405;JPN;392,00;;;;;;;;;0,00;;;;0,01;;;;;;0,21;5,07;22,20;1286,91;4,96;118,44;0,03;1,42;0,74;;1180,11;313,01;292,82;182,67;;;;;;;;;9,23;95,39;3,43;82,02;;;;;;;0,71;17,02;74,51;5046,07;;2,67;63,72;279,01;10,08;5045,85;232,28;240,67;;;;;;22,11;172,07;528,10;;4650,18;3995,06;0,26;6,22;27,25;0,26;6,23;0,02;0,53;2,31;0,03;0,63;2,74
2008;128,538644;JPN;392,00;;;;;;;;;0,00;;;;0,01;;;;;;0,20;4,83;21,29;1297,08;5,09;121,65;0,03;1,23;0,64;;1183,72;330,97;322,17;170,05;;;;;;;;;9,56;99,10;3,57;85,21;;;;;;;0,71;17,06;75,16;4831,85;;2,39;57,14;251,74;9,70;4831,62;224,13;231,74;;;;;;21,73;169,02;518,90;;4650,18;3946,36;0,25;6,09;26,83;0,26;6,10;0,02;0,59;2,59;0,03;0,67;2,95
2009;128,555196;JPN;392,00;;;;;;;;;0,00;;;;0,01;;;;;;0,19;4,59;20,33;1127,71;4,27;102,06;0,03;1,28;0,66;;1114,00;309,61;322,16;104,46;;;;;;;;;8,95;92,48;3,33;79,52;;;;;;;0,67;15,90;70,47;4377,55;;2,59;61,95;274,65;8,70;4377,22;199,89;207,69;;;;;;19,81;154,10;473,17;;4629,75;3625,86;0,25;6,05;26,80;0,25;6,06;0,03;0,69;3,05;0,03;0,77;3,43
2010;128,542349;JPN;392,00;;;;;;;;;0,01;;;;0,15;;;;;;0,20;4,89;21,83;1197,90;4,87;116,31;0,02;0,92;0,48;;1156,02;312,74;321,86;101,17;;;;;;;;;9,67;99,94;3,60;85,93;;;;;;;0,83;19,84;88,50;4429,29;;2,74;65,54;292,35;8,78;4424,19;201,95;209,76;;;;;;21,11;164,23;504,21;;4290,60;3618,69;0,28;6,67;29,73;0,29;6,82;0,04;0,89;3,98;0,04;0,88;3,93
2011;128,498966;JPN;392,00;;;;;;;;;0,01;;;;0,20;;;;;;0,20;4,70;21,11;1206,07;4,62;110,29;0,03;1,27;0,66;;1104,18;281,58;375,18;160,88;;;;;;;;;10,84;112,03;4,03;96,32;;;;;;;0,77;18,38;82,49;4419,02;;1,52;36,30;162,93;8,78;4412,46;202,41;209,79;;;;;;20,02;155,80;478,19;;4274,26;3409,83;0,29;6,91;31,00;0,30;7,11;0,05;1,21;5,44;0,04;0,99;4,46
2012;128,423571;JPN;392,00;;;;;;;;;0,01;;;;0,20;;;;;;0,21;4,90;22,13;1292,15;4,88;116,44;0,03;1,32;0,69;;1106,88;330,80;430,93;205,59;;;;;;;;;11,89;123,22;4,44;105,95;;;;;;;0,71;17,08;77,10;4682,67;;0,17;3,98;17,99;9,37;4676,08;216,57;223,80;;;;;;19,89;154,86;475,02;;4253,57;3400,13;0,32;7,58;34,23;0,33;7,78;0,07;1,63;7,37;0,04;1,05;4,73
2013;128,314189;JPN;392,00;;;;;;;;;0,01;;;;0,22;;;;;;0,21;5,10;23,18;1279,84;5,07;121,19;0,03;1,20;0,70;;1087,76;359,25;419,72;164,96;;;;;;;;;11,95;123,54;4,45;106,22;;;;;;;0,73;17,46;79,33;4503,46;;0,13;3,21;14,60;8,95;4496,02;206,53;213,79;;;;;;19,73;153,74;471,17;;4122,72;3452,51;0,38;9,07;41,22;0,39;9,30;0,12;2,84;12,91;0,05;1,13;5,13
2014;128,16863;JPN;392,00;;;;;;;;;0,01;;;;0,27;;;;;;0,22;5,17;23,63;1246,48;4,99;119,15;0,03;1,31;0,76;;1062,73;353,09;447,69;121,48;;;;;;;;;12,07;124,75;4,49;107,27;;;;;;;0,75;17,88;81,71;4288,18;;0,00;0,00;0,00;8,50;4279,31;196,00;203,02;;;;;;19,22;149,94;459,00;;3749,37;3288,91;0,48;11,42;52,19;0,49;11,69;0,22;5,15;23,55;0,05;1,10;5,01
2015;127,985139;JPN;392,00;;;;;;;;;0,01;;;;0,32;;;;;;0,26;6,20;28,49;1207,13;5,03;120,20;0,03;1,17;0,68;;1030,11;346,69;413,97;103,56;;;;;;;;;11,49;118,72;4,27;102,08;;;;;;;0,78;18,66;85,77;4124,38;;0,04;0,98;4,52;8,16;4113,49;187,91;194,92;;;;;;18,92;147,87;452,01;;3720,87;3257,63;0,62;14,85;68,25;0,64;15,17;0,31;7,51;34,54;0,05;1,14;5,22
2016;127,763267;JPN;392,00;;;;;;;;;0,02;;;;0,37;;;;;;0,21;5,12;23,67;1190,02;5,02;119,98;0,03;1,34;0,78;;1035,09;322,89;394,53;92,19;;;;;;;;;11,23;116,42;4,19;100,10;;;;;;;0,72;17,17;79,43;4000,04;;0,16;3,82;17,68;7,94;3987,53;182,54;189,58;;;;;;18,70;146,38;446,68;;3600,22;3280,07;0,65;15,64;72,34;0,67;16,02;0,39;9,37;43,33;0,05;1,15;5,34
2017;127,502728;JPN;392,00;;;;;;;;;0,02;;;;0,41;;;;;;0,25;5,89;27,39;1181,41;5,10;121,75;0,03;1,39;0,81;;1042,08;320,08;400,41;69,50;;;;;;;;;11,32;116,99;4,21;100,59;;;;;;;0,71;17,04;79,29;3966,88;;0,26;6,25;29,07;7,82;3953,13;179,74;186,81;;;;;;18,91;148,31;451,66;;3342,86;3214,42;0,79;18,80;87,46;0,80;19,21;0,49;11,66;54,24;0,05;1,25;5,83
2018;127,20219;JPN;392,00;;;;;;;;;0,02;;;;0,43;;;;;;0,27;6,44;30,13;1158,42;4,99;119,23;0,02;1,04;0,58;;1053,19;314,48;387,59;65,61;;;;;;;;;11,20;115,71;4,17;99,49;;;;;;;0,73;17,33;81,11;3838,77;;0,44;10,49;49,11;7,58;3824,48;174,27;181,07;;;;;;18,80;147,83;449,13;;3342,86;3058,79;0,88;21,09;98,69;0,90;21,52;0,56;13,27;62,11;0,06;1,38;6,44
2019;126,860299;JPN;392,00;;;;;;;;;0,02;;;;0,42;;;;;;0,29;6,85;32,16;1117,67;4,91;117,16;0,02;0,76;0,42;;1030,29;307,21;363,65;53,48;;;;;;;;;10,46;108,12;3,89;92,97;;;;;;;0,66;15,68;73,64;3703,50;;0,59;13,98;65,64;7,32;3689,44;168,33;174,88;;;;;;18,37;144,80;438,75;;3342,86;3046,47;0,99;23,67;111,16;1,01;24,09;0,64;15,38;72,26;0,06;1,44;6,75
2020;126,476458;JPN;392,00;;;;;;;;;0,02;;;;0,40;;;;;;0,31;7,40;34,87;1026,96;4,57;109,26;0,02;0,77;0,43;;1004,85;298,80;353,55;41,59;;;;;;;;;10,08;104,42;3,76;89,78;;;;;;;0,69;16,45;77,54;3281,75;;0,38;9,12;43,00;6,49;3268,49;149,03;155,11;;;;;;17,03;134,65;406,76;;3284,91;2492,15;1,12;26,64;125,58;1,13;27,04;0,74;17,59;82,92;0,07;1,65;7,79
1965;11,841926;KAZ;398,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1966;12,13256;KAZ;398,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1967;12,385706;KAZ;398,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1968;12,611432;KAZ;398,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;12,824614;KAZ;398,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1970;13,03614;KAZ;398,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1971;13,250211;KAZ;398,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1972;13,463985;KAZ;398,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1973;13,673014;KAZ;398,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1974;13,869975;KAZ;398,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1975;14,050227;KAZ;398,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1976;14,212145;KAZ;398,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1977;14,359629;KAZ;398,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1978;14,499957;KAZ;398,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1979;14,643133;KAZ;398,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1980;14,796175;KAZ;398,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;220,00;;;;;;;;;;;;
1981;14,958897;KAZ;398,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;220,00;;;;;;;;;;;;
1982;15,12809;KAZ;398,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;220,00;;;;;;;;;;;;
1983;15,303316;KAZ;398,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;220,00;;;;;;;;;;;;
1984;15,483411;KAZ;398,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;220,00;;;;;;;;;;;;
1985;15,665594;KAZ;398,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,00;0,00;231,18;1,60;38,13;2,40;130,80;57,27;;81,26;59,07;8,69;8,30;;;;;;;;;0,87;9,02;0,32;7,76;0,37;3,87;0,14;3,33;;;0,05;1,24;5,21;421,06;;0,00;0,00;0,00;0,89;421,06;20,70;21,23;;484,77;22,66;;;2,86;182,71;68,37;;360,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1986;15,852524;KAZ;398,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,00;0,00;236,36;1,68;40,07;2,52;137,50;60,16;;85,09;62,38;9,17;8,76;;;;;;;;;1,06;10,93;0,39;9,39;0,40;4,13;0,15;3,55;;;0,05;1,14;4,78;384,11;;0,00;0,00;0,00;0,81;384,11;18,87;19,34;;502,79;23,29;;;2,93;184,72;69,94;;360,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1987;16,039253;KAZ;398,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,00;0,00;240,97;1,74;41,63;2,60;142,10;62,15;;88,49;64,28;9,45;9,03;;;;;;;;;1,10;11,41;0,41;9,81;0,43;4,47;0,16;3,85;;;0,06;1,37;5,73;371,79;;0,00;0,00;0,00;0,78;371,79;18,25;18,69;;523,06;24,06;;;2,99;186,64;71,50;;360,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1988;16,205998;KAZ;398,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,00;0,00;248,65;1,82;43,42;2,61;143,10;62,34;;88,42;63,24;9,30;8,89;;;;;;;;;1,15;11,90;0,43;10,23;0,49;5,06;0,18;4,35;;;0,07;1,67;6,99;372,83;;0,00;0,00;0,00;0,79;372,83;18,34;18,77;;545,09;24,96;;;3,10;191,42;74,09;;360,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1989;16,326848;KAZ;398,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,00;0,00;242,09;1,74;41,45;2,52;138,40;60,16;;89,66;63,89;9,40;8,98;;;;;;;;;1,19;12,29;0,44;10,57;0,46;4,76;0,17;4,09;;;0,07;1,74;7,29;382,04;;0,00;0,02;0,10;0,80;382,04;18,72;19,15;;556,39;25,40;;;3,05;187,02;72,93;;360,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1990;16,383881;KAZ;398,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,00;0,00;242,57;1,62;38,72;2,39;131,44;57,07;;87,38;62,14;9,14;8,73;;;;;;;;;1,27;13,10;0,47;11,26;0,49;5,04;0,18;4,34;;;0,07;1,76;7,37;440,50;;0,00;0,00;0,00;0,92;440,50;21,55;22,04;;570,74;25,80;;;3,09;188,55;73,78;;360,00;393,19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1991;16,373308;KAZ;398,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,00;0,00;240,24;1,58;37,80;2,37;130,38;56,54;;85,99;62,11;8,64;7,50;;;;;;;;;1,33;13,75;0,50;11,83;0,54;5,59;0,20;4,81;;;0,07;1,72;7,20;444,93;;0,01;0,13;0,54;0,93;444,93;21,75;22,24;;588,68;26,60;;5,19;3,09;188,48;73,71;;330,00;361,52;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1992;16,302809;KAZ;398,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,00;0,00;237,10;1,59;38,08;2,29;126,54;54,81;;83,17;59,80;8,74;7,30;;;;;;;;;1,36;14,14;0,51;12,16;0,55;5,75;0,21;4,95;;;0,07;1,64;6,87;414,88;;0,00;0,11;0,46;0,87;414,88;20,33;20,77;;568,88;25,80;;5,19;3,05;186,86;72,76;;330,00;337,77;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1993;16,181161;KAZ;398,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,00;0,00;209,14;1,45;34,58;2,02;111,88;48,31;;77,89;55,32;7,76;6,73;;;;;;;;;1,31;13,56;0,49;11,66;0,46;4,74;0,17;4,08;;;0,08;1,82;7,63;320,00;;0,00;0,11;0,45;0,67;320,00;15,73;16,05;;507,36;23,00;;5,19;2,69;166,14;64,21;;330,00;296,77;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1994;16,022224;KAZ;398,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,00;0,00;193,64;1,42;33,82;1,89;104,63;45,11;;66,78;47,10;5,35;4,77;;;;;;;;;0,95;9,85;0,35;8,47;0,31;3,18;0,11;2,74;;;0,09;2,19;9,18;247,10;;0,00;0,09;0,38;0,53;247,10;12,32;12,58;;445,85;20,31;;5,32;2,39;149,36;57,16;;330,00;236,46;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1995;15,839357;KAZ;398,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,00;0,00;170,25;1,14;27,32;1,50;83,27;35,92;;66,74;48,02;5,45;4,86;;;;;;;;;1,09;11,32;0,41;9,73;0,41;4,19;0,15;3,61;;;0,08;1,99;8,33;242,44;;0,00;0,02;0,08;0,51;242,44;11,98;12,30;;450,44;20,63;;5,32;2,15;135,74;51,35;;330,00;217,98;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1996;15,631926;KAZ;398,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,00;0,00;148,26;1,02;24,40;1,39;76,83;33,12;;58,75;42,32;4,76;4,25;;;;;;;;;0,91;9,46;0,34;8,14;0,45;4,63;0,17;3,98;;;0,07;1,75;7,33;204,89;;0,00;0,02;0,09;0,44;204,89;10,18;10,40;;493,12;22,96;;5,32;1,87;119,73;44,70;;330,00;222,84;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1997;15,406005;KAZ;398,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,00;0,00;130,92;0,88;20,94;1,32;72,65;31,46;;52,00;37,21;4,23;3,77;;;;;;;;;0,72;7,43;0,27;6,39;0,56;5,75;0,21;4,95;1,71;;0,06;1,55;6,50;206,98;;0,00;0,07;0,30;0,44;206,98;10,23;10,46;;556,87;25,78;;5,32;1,65;107,12;39,41;;330,00;184,59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1998;15,190168;KAZ;398,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,00;0,00;124,92;0,86;20,62;1,27;69,77;30,31;;49,80;35,87;4,07;3,63;;;;;;;;;0,71;7,36;0,27;6,33;0,55;5,63;0,20;4,84;1,71;;0,06;1,47;6,14;172,14;;0,00;0,02;0,09;0,36;172,14;8,51;8,69;;558,49;25,95;;5,40;1,55;102,36;37,14;;330,00;160,18;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1999;15,020573;KAZ;398,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,00;0,00;116,32;0,80;19,10;1,06;58,38;25,31;;47,30;34,06;4,10;3,01;;;;;;;;;0,81;8,34;0,30;7,17;0,68;7,05;0,25;6,06;1,71;;0,06;1,46;6,13;143,88;;0,00;0,00;0,00;0,30;143,88;7,01;7,17;;655,63;30,13;;5,40;1,46;97,27;34,90;;330,00;110,21;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2000;14,922724;KAZ;398,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,00;0,00;103,93;0,75;17,84;1,36;74,87;32,44;;51,64;35,90;5,52;2,69;;;;;;;;;0,46;4,78;0,17;4,11;0,79;8,18;0,29;7,04;1,71;;0,08;1,80;7,53;159,58;;0,00;0,00;0,00;0,33;159,58;7,69;7,93;740,21;740,21;35,32;;5,40;1,33;88,87;31,68;;330,00;117,77;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2001;14,910207;KAZ;398,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,00;0,00;119,90;0,93;22,30;1,43;79,08;34,24;;55,38;39,08;5,89;2,33;;;;;;;;;0,40;4,09;0,15;3,52;0,80;8,23;0,30;7,08;1,71;;0,08;1,92;8,08;157,71;;0,00;0,00;0,00;0,33;157,71;7,71;7,93;841,49;841,49;40,09;;5,40;1,49;100,14;35,66;;330,00;141,36;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2002;14,976184;KAZ;398,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,00;0,00;121,08;0,95;22,59;1,33;73,73;31,85;;58,33;40,14;6,23;3,07;;;;;;;;;0,40;4,11;0,15;3,53;0,97;10,00;0,36;8,60;1,71;;0,09;2,10;8,89;156,76;;0,00;0,00;0,00;0,34;156,76;7,92;8,10;992,58;992,58;47,27;;5,40;1,52;101,53;36,32;;330,00;149,82;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2003;15,100045;KAZ;398,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,00;0,00;132,56;1,04;24,95;1,53;84,91;36,55;;63,87;45,83;6,82;2,59;;;;;;;;;0,45;4,68;0,17;4,03;1,14;11,77;0,42;10,12;1,71;;0,08;2,02;8,62;170,99;;0,00;0,00;0,00;0,37;170,99;8,64;8,83;1080,64;1080,64;51,45;;9,00;1,67;110,43;39,83;;330,00;173,68;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2004;15,250016;KAZ;398,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,00;0,00;144,45;1,11;26,59;1,57;86,87;37,47;;66,94;50,56;7,15;1,18;;;;;;;;;0,48;5,00;0,18;4,30;1,51;15,67;0,56;13,47;1,71;;0,08;1,88;8,06;188,55;;0,00;0,00;0,00;0,39;188,55;9,11;9,37;1247,81;1247,93;59,50;0,12;9,00;1,76;115,68;42,14;;330,00;177,69;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2005;15,402803;KAZ;398,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,00;0,00;150,02;1,13;26,88;1,56;86,59;37,26;;67,92;50,17;7,26;2,63;;;;;;;;;0,62;6,40;0,23;5,51;1,86;19,23;0,69;16,53;1,71;;0,08;1,82;7,86;193,19;;0,00;0,00;0,00;0,40;193,19;9,33;9,61;1294,33;1294,55;61,49;0,23;9,00;1,83;119,11;43,82;;330,00;217,76;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
